Title,Model,Type,Year,Mileage,Transmission,Location,CC,Variant,Price,Origin
2018 Honda BR-V 1.5 V (A) modulo high spec,BR-V,4D WAGON,2018,70k - 74k,Auto,Kedah,1.5,V,56800,MALAYSIA
2024 Honda CIVIC 1.5 RS MY22 FE (A) NICE CAR RS,CIVIC,4D SEDAN,2024,5k - 9k,Auto,Kuala Lumpur,1.5,RS,130800,MALAYSIA
OTR 2018/19 Honda CIVIC 1.5 TC (A) Full Service!,CIVIC,4D SEDAN,2018,120k - 129k,Auto,Selangor,1.5,TC,78800,MALAYSIA
2021 Honda CITY 1.5 E (A) 3 YRS WRNTY/FOC DELIVERY,CITY,4D SEDAN,2021,80k - 84k,Auto,Perak,1.5,E,68800,MALAYSIA
2019 Honda JAZZ 1.5 S RS BODYKIT(A) ANDORID CAMERA,JAZZ,4D HATCHBACK,2019,85k - 89k,Auto,Melaka,1.5,S,47800,MALAYSIA
2009 Honda STREAM 1.8 i-VTEC (A) FULL SPEC TIP TOP,STREAM,4D WAGON,2009,160k - 169k,Auto,Selangor,1.8,i-VTEC,24999,JAPAN
Honda CITY 1.5 V (A) KEYLESS LOW MILEAGE 70KM E,CITY,4D SEDAN,2014,70k - 74k,Auto,Selangor,1.5,E,33800,MALAYSIA
Blacklist Muka 2K Honda CIVIC 1.8 i-VTEC (A),CIVIC,4D SEDAN,2010,130k - 139k,Auto,Selangor,1.8,i-VTEC,29800,MALAYSIA
FULL LOAN 2019 Honda CR-V 2.0 2WD (A),CR-V,4D SUV,2019,95k - 99k,Auto,Sabah,2,2WD,85800,MALAYSIA
2018 Honda CITY 1.5 E FACELIFT (A)84k km f/service,CITY,4D SEDAN,2018,80k - 84k,Auto,Selangor,1.5,E,49800,MALAYSIA
2020 Honda ACCORD 1.5 TC-P U/W F/SERVICE TCP TC,ACCORD,4D SEDAN,2020,75k - 79k,Auto,Kuala Lumpur,1.5,TC-P,122800,MALAYSIA
2009 Honda CIVIC 1.8 FD2 FACELIFT CASH OTR,CIVIC,4D SEDAN,2009,100k - 109k,Auto,Selangor,1.8,S i-VTEC,27800,MALAYSIA
2018 Honda JAZZ 1.5 HYB (A)FULL WARRANTY 3YEAR H/L,JAZZ,4D HATCHBACK,2018,65k - 69k,Auto,Johor,1.5,HYBRID,46999,MALAYSIA
2019 Honda JAZZ 1.5 FACELIFT (A),JAZZ,4D HATCHBACK,2019,65k - 69k,Auto,Selangor,1.5,S,52800,MALAYSIA
2013 Honda CIVIC 1.8 S I-VTEC FACELIFT (A)WARRANTY,CIVIC,4D SEDAN,2013,95k - 99k,Auto,Kuala Lumpur,1.8,S,32800,MALAYSIA
Honda CIVIC 2.0 i-VTEC (A) Nice-Car-King Full-Spec,CIVIC,4D SEDAN,2005,150k - 159k,Auto,Johor,2,i-VTEC,12999,MALAYSIA
2017 Honda ACCORD 2.0 VTi-L FACELIFT (A) Fu/Loan~!,ACCORD,4D SEDAN,2017,75k - 79k,Auto,Johor,2,VTi-L,72999,MALAYSIA
2020 Honda CIVIC 1.5 TCP FC Facelift Warranty 2025,CIVIC,4D SEDAN,2020,40k - 44k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,95800,MALAYSIA
2021 Honda CITY 1.5 V (A),CITY,4D SEDAN,2021,80k - 84k,Auto,Selangor,1.5,V,73400,MALAYSIA
[2018] Honda CIVIC 1.5 TC (A) Super KETAM OFFER,CIVIC,4D SEDAN,2018,80k - 84k,Auto,Johor,1.5,TC,79999,MALAYSIA
"2018 Honda CIVIC S 1.8 FULL SERVICE, F450 BODYKIT",CIVIC,4D SEDAN,2018,100k - 109k,Auto,Kuala Lumpur,1.8,S i-VTEC,77850,MALAYSIA
Honda CIVIC 1.5 TC (A) AP RACING CARBON FIBER WRTY,CIVIC,4D SEDAN,2017,85k - 89k,Auto,Selangor,1.5,TC,76800,MALAYSIA
Yr 2006 Honda ODYSSEY 2.4 i-VTEC FACELIFT (A) RB1,ODYSSEY,4D WAGON,2006,95k - 99k,Auto,Kuala Lumpur,2.4,i-VTEC,26800,JAPAN
"2022 HONDA CR-V 1.5 TC-P AWD, HONDA SENSING tiptop",HR-V,4D SUV,2022,60k - 64k,Auto,Selangor,1.5,TURBO V,129999,MALAYSIA
2016 Honda CR-V 2.0 2WD FACELIFT (A) One Chinese,CR-V,4D SUV,2016,130k - 139k,Auto,Negeri Sembilan,2,2WD,53900,MALAYSIA
2019 Honda STEPWAGON 1.5 MODULO X 7 SEATER ORI 360,STEPWAGON,4D WAGON,2019,40k - 44k,Auto,Selangor,1.5,SPADA (7 SEATER),170800,JAPAN
KAWKAW DEALs REBATE 8000 2024 NEW HONDA CITY,CITY,4D SEDAN,2024,<4k,Auto,Kuala Lumpur,1.5,V,81900,MALAYSIA
2017 Honda CIVIC 1.8 i-VTEC (A) KEYLESS PUSH START,CIVIC,4D SEDAN,2017,85k - 89k,Auto,Kuala Lumpur,1.8,S i-VTEC,70800,MALAYSIA
2021 Honda CITY 1.5 V (A),CITY,4D SEDAN,2021,80k - 84k,Auto,Selangor,1.5,V,71400,MALAYSIA
H CIVIC 1.5 TC FC1 F/LIFT Modulo P/Shift HIGHSPEC,CIVIC,4D SEDAN,2017,70k - 74k,Auto,Selangor,1.5,TC,75800,MALAYSIA
2021 Honda CITY 1.5 V (A),CITY,4D SEDAN,2021,95k - 99k,Auto,Selangor,1.5,V,62000,MALAYSIA
2016 Honda HR-V 1.8 V (A) LED LAMP,HR-V,4D WAGON,2016,75k - 79k,Auto,Johor,1.8,V,55800,MALAYSIA
2012 h CIVIC 1.8 S i-VTEC (A)NO REPAIR,CIVIC,4D SEDAN,2012,130k - 139k,Auto,Selangor,1.8,S i-VTEC,31800,MALAYSIA
2020 Honda CR-V 1.5 TC 2WD (A) F/S/REC FULON,CR-V,4D SUV,2020,70k - 74k,Auto,Selangor,1.5,TC 2WD,99888,MALAYSIA
2015 Honda CIVIC 2.0 NAVI FACELIFT (A),CIVIC,4D SEDAN,2015,180k - 189k,Auto,Selangor,2,NAVI,37888,MALAYSIA
Honda CITY Hatchback S,CITY,4D HATCHBACK,2024,<4k,Auto,Selangor,1.5,S,81900,MALAYSIA
2019 Honda ODYSSEY 2.4 EXV (A),ODYSSEY,4D WAGON,2019,55k - 59k,Auto,Kuala Lumpur,2.4,EXV,150000,JAPAN
"2018 Honda BR-V 1.5 V (A) Leather seat ,keyless",BR-V,4D WAGON,2018,50k - 54k,Auto,Kuala Lumpur,1.5,V,45800,MALAYSIA
2021 Honda CITY 1.5 V (A),CITY,4D SEDAN,2021,85k - 89k,Auto,Selangor,1.5,V,63800,MALAYSIA
2018 Honda BR-V 1.5 V (A) Full Loan / Warranty BRV,BR-V,4D WAGON,2018,90k - 94k,Auto,Selangor,1.5,V,47800,MALAYSIA
2021 Honda CIVIC 1.8 S (A) / UNDER WARRANTY,CIVIC,4D SEDAN,2021,40k - 44k,Auto,Selangor,1.8,S,89770,MALAYSIA
Blacklist Loan Kedai 2011 H ACCORD 2.0 VTi-L (A),ACCORD,4D SEDAN,2011,100k - 109k,Auto,Kuala Lumpur,2,VTi-L,19800,MALAYSIA
2019 Honda STEPWAGON 1.5 SPADA BLACK EDITION STYLE,STEPWAGON,4D WAGON,2019,40k - 44k,Auto,Penang,1.5,SPADA (7 SEATER),155000,JAPAN
HONDA CITY Sedan 2024 RS MAX REBATE,CITY,4D SEDAN,2024,<4k,Auto,Selangor,1.5,RS,76900,MALAYSIA
2018 Honda JAZZ 1.5 V (A),JAZZ,4D HATCHBACK,2018,95k - 99k,Auto,Selangor,1.5,V,58800,MALAYSIA
"CIVIC FD 1.8 S i-VTEC,Full Bodykit,Leather Seat",CIVIC,4D SEDAN,2006,140k - 149k,Auto,Kuala Lumpur,1.8,S i-VTEC,21800,MALAYSIA
2006 Honda ACCORD 2.0 VTi FACELIFT (A) VERY TIPTOP,ACCORD,4D SEDAN,2006,140k - 149k,Auto,Penang,2,VTi,11800,MALAYSIA
2023 Honda CIVIC 2.0 TYPE R FL5 (M) Sonic Grey 5A,CIVIC,4D HATCHBACK,2023,15k - 19k,Manual,Kuala Lumpur,2,TYPE R,285000,UNITED KINGDOM
[2020] Honda CIVIC 1.5 TC (A) Full Service Record,CIVIC,4D SEDAN,2020,55k - 59k,Auto,Johor,1.5,TC,89999,MALAYSIA
2023 Honda CIVIC 2.0 TYPE R (FL5) DELIVER MILLEAGE,CIVIC,4D HATCHBACK,2023,<4k,Auto,Selangor,2,TYPE R,304000,JAPAN
Honda CITY 1.5 V (A) MODULO BODYKIT WARRANTY,CITY,4D SEDAN,2019,75k - 79k,Auto,Johor,1.5,V,58800,MALAYSIA
Honda CR-V 2.0 F/SPEC F/L (A) FULL LEATHER SEAT,CR-V,4D SUV,2014,90k - 94k,Auto,Kuala Lumpur,2,i-VTEC,36900,MALAYSIA
2021 Honda CITY 1.5 V (A),CITY,4D SEDAN,2021,80k - 84k,Auto,Selangor,1.5,V,70800,MALAYSIA
2021 Honda CITY 1.5 V (A),CITY,4D SEDAN,2021,80k - 84k,Auto,Selangor,1.5,V,71400,MALAYSIA
2021 Honda CITY 1.5 V (A),CITY,4D SEDAN,2021,30k - 34k,Auto,Melaka,1.5,V,69500,MALAYSIA
2024 Honda NEW CITY Rebate 17K 1.5 (A) PreReg,CITY,4D SEDAN,2024,<4k,Auto,Selangor,1.5,S,65800,MALAYSIA
2018 Honda CIVIC 1.5 TC FULL BODYKIT 1YRS WARRANTY,CIVIC,4D SEDAN,2018,80k - 84k,Auto,Selangor,1.5,TC,71500,MALAYSIA
2019 Honda HR-V 1.5HB (A) - 100% Full Svc Record,HR-V,4D WAGON,2019,75k - 79k,Auto,Penang,1.5,HYBRID,70800,MALAYSIA
2003 Honda CR-V 2.0 i-VTEC (A),CR-V,4D SUV,2003,170k - 179k,Auto,Kelantan,2,i-VTEC,13900,JAPAN
2021 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2021,60k - 64k,Auto,Selangor,1.5,TC,103800,MALAYSIA
2016 Honda JAZZ 1.5 V (A)/FREE WARRANTY,JAZZ,4D HATCHBACK,2016,70k - 74k,Auto,Selangor,1.5,V,46770,MALAYSIA
2014 Honda CIVIC 1.5 FULL STOCK BARU ORI T/TOP CDT,CIVIC,4D SEDAN,2014,80k - 84k,Auto,Johor,1.8,S,29999,MALAYSIA
2019 Honda BR-V 1.5 V 1Lady/O FulSerRec UnderWarty,BR-V,4D WAGON,2019,65k - 69k,Auto,Kuala Lumpur,1.5,V,55800,MALAYSIA
2010 Honda JAZZ 1.5V- 1ONE/CBU/PADDLE SHIFT/L.SEAT,JAZZ,4D HATCHBACK,2010,110k - 119k,Auto,Kuala Lumpur,1.5,V,29800,THAILAND
2020 Honda JAZZ 1.5 FACELIFT Serv Honda Androi DVD,JAZZ,4D HATCHBACK,2020,75k - 79k,Auto,Selangor,1.5,V,55999,MALAYSIA
Hot Selling 2015 Honda HR-V 1.8 V (A),HR-V,4D WAGON,2015,130k - 139k,Auto,Selangor,1.8,V,48000,MALAYSIA
2017 Honda CIVIC 1.8 S i-VTEC (A) FREE WARRANTY,CIVIC,4D SEDAN,2017,80k - 84k,Auto,Selangor,1.8,S i-VTEC,63770,MALAYSIA
2015 Honda HR-V 1.8 V (A) FREE 1 YEAR WARRANTY,HR-V,4D WAGON,2015,110k - 119k,Auto,Penang,1.8,V,49800,MALAYSIA
2021 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2021,70k - 74k,Auto,Johor,1.5,TC,99800,MALAYSIA
2021 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2021,60k - 64k,Auto,Selangor,1.5,TC,103800,MALAYSIA
(2014)Honda CIVIC 1.5 FULL ORI T/TOP CDT WRT FORU,CIVIC,4D SEDAN,2014,75k - 79k,Auto,Johor,1.5,(HYBRID),29999,JAPAN
HONDA CR-V 2.0 2WD (a) FULL SERVICE HONDA,CR-V,4D SUV,2018,100k - 109k,Auto,Selangor,2,2WD,78700,MALAYSIA
2015 Honda ACCORD 2.0 VTi (A),ACCORD,4D SEDAN,2015,85k - 89k,Auto,Kuala Lumpur,2,VTi,41780,MALAYSIA
2016 Honda JAZZ 1.5 V (A) LOW M / GK5 KIT / 3Y WRT,JAZZ,4D HATCHBACK,2016,90k - 94k,Auto,Selangor,1.5,V,55800,MALAYSIA
2018 Honda City 1.5 Hybrid (A) NEW STOCK H/LOAN,CITY,4D SEDAN,2018,75k - 79k,Auto,Johor,1.5,HYBRID,45999,MALAYSIA
2013 Honda CIVIC 2.0 S NAVI (A),CIVIC,4D SEDAN,2013,110k - 119k,Auto,Penang,2,S NAVI,45000,MALAYSIA
Honda HR-V 1.8 RS (A) 99% Like New Car warrant2027,HR-V,4D WAGON,2022,65k - 69k,Auto,Penang,1.8,RS,89900,MALAYSIA
Honda CIVIC 1.8 S i-VTEC (A) FullBodykit/FullLoan,CIVIC,4D SEDAN,2017,85k - 89k,Auto,Selangor,1.8,S i-VTEC,69999,MALAYSIA
2016 Honda CR-V 2.0 Leather Seat 5-YRS Warranty,CR-V,4D SUV,2016,80k - 84k,Auto,Perak,2,2WD,63800,MALAYSIA
2015 Honda HR-V 1.8 E FullL0n ProvideWarranty,HR-V,4D WAGON,2015,85k - 89k,Auto,Selangor,1.8,E,56999,MALAYSIA
2019 Honda CITY 1.5 E (A) fully service Honda,CITY,4D SEDAN,2019,80k - 84k,Auto,Kedah,1.5,E,60800,MALAYSIA
2021 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2021,55k - 59k,Auto,Selangor,1.5,TC,100800,MALAYSIA
2021 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2021,55k - 59k,Auto,Selangor,1.5,TC,99800,MALAYSIA
2015 Honda HR-V 1.8 V (A) full bodykit,HR-V,4D WAGON,2015,150k - 159k,Auto,Kuala Lumpur,1.8,V,46800,MALAYSIA
2023 Honda HR-V 1.5 TURBO V (A) SENSING 35KKM ONLY,HR-V,4D SUV,2023,30k - 34k,Auto,Kuala Lumpur,1.5,TURBO V,108888,MALAYSIA
2019 Honda CIVIC 1.8 S (A) TYPE R BODYKIT,CIVIC,4D SEDAN,2019,55k - 59k,Auto,Johor,1.8,S,87800,MALAYSIA
2021 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2021,55k - 59k,Auto,Selangor,1.5,TC,99800,MALAYSIA
2010 Honda CIVIC 2.0 i-VTEC MUGEN RR KIT 2011,CIVIC,4D SEDAN,2010,180k - 189k,Auto,Selangor,2,S i-VTEC,39888,MALAYSIA
2015 3-Yrs-Wnty Honda HR-V 1.8 V (A) Can-Full-Loan,HR-V,4D WAGON,2015,85k - 89k,Auto,Johor,1.8,V,53999,MALAYSIA
2021 Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2021,75k - 79k,Auto,Johor,1.5,TC-P,105800,MALAYSIA
Honda CIVIC 1.5 TC-P(A)F/S/R F/LON 5 YEAR WARRANTY,CIVIC,4D SEDAN,2019,65k - 69k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,98999,MALAYSIA
2018 Honda HR-V 1.8 E (A) ONE CAREFUL OWNER,HR-V,4D WAGON,2018,80k - 84k,Auto,Selangor,1.8,E,55800,MALAYSIA
2021 Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2021,40k - 44k,Auto,Johor,1.5,TC-P,106999,MALAYSIA
2021 Honda CIVIC 1.5 FK7 VTEC (A) TURBO 7-YRS WTY,CIVIC,4D HATCHBACK,2021,20k - 24k,Auto,Selangor,1.5,EX,149000,JAPAN
2021 Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2021,55k - 59k,Auto,Selangor,1.5,TC-P,99800,MALAYSIA
2016 Honda CIVIC 1.5 TC-PREMIUM (A) 1st Owner,CIVIC,4D SEDAN,2016,120k - 129k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,73800,MALAYSIA
2015 Honda JAZZ 1.5 V (A)-WARRANTY 1 YEAR-FUL LON,JAZZ,4D HATCHBACK,2015,80k - 84k,Auto,Selangor,1.5,V,43999,MALAYSIA
Honda Civic i-vtec 1.5 hybrid 2013,CIVIC,4D SEDAN,2013,300k - 349k,Auto,Terengganu,1.8,S,21800,MALAYSIA
Modulo V-Spec Leather Keyless 2015 Honda CITY 1.5,CITY,4D SEDAN,2015,60k - 64k,Auto,Selangor,1.5,V,36800,MALAYSIA
2024 Honda HR-V Rebate 13K PreReg New Car HRV (A),HR-V,4D WAGON,2024,<4k,Auto,Selangor,1.5,S,99700,MALAYSIA
2021 Honda ODYSSEY EXV 2.4L (A) FACE-LIFT,ODYSSEY,4D WAGON,2021,40k - 44k,Auto,Selangor,2.4,EXV,199000,JAPAN
HIGH LOAN 2019 Honda HR-V 1.8 RS ENHANCED (A),HR-V,4D WAGON,2019,50k - 54k,Auto,Johor,1.8,RS,86999,MALAYSIA
2021 Honda CR-V 1.5 TC-P 4WD (A)💲SPECIAL OFFER,CR-V,4D SUV,2021,45k - 49k,Auto,Johor,1.5,1.5 TC-P 4WD,122800,MALAYSIA
2007 Honda CITY 1.5 VTEC MODULO ENHANCED (A),CITY,4D SEDAN,2007,75k - 79k,Auto,Kuala Lumpur,1.5,VTEC MODULO,11900,MALAYSIA
MEGA SALE 2019 Honda STEPWAGON 1.5 SPADA 7 SEATER,STEPWAGON,4D WAGON,2019,50k - 54k,Auto,Kuala Lumpur,1.5,SPADA (7 SEATER),145000,JAPAN
2021 Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2021,85k - 89k,Auto,Selangor,1.5,TC-P,108300,MALAYSIA
-2014- Loan Kedai Honda CITY 1.5 E (A) MODULO,CITY,4D SEDAN,2014,90k - 94k,Auto,Selangor,1.5,E,26980,MALAYSIA
2021 Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2021,55k - 59k,Auto,Johor,1.5,TC-P,118999,MALAYSIA
Honda CITY 1.5 V SENSING E RS (A) WARRANTY HONDA,CITY,4D HATCHBACK,2023,30k - 34k,Auto,Kuala Lumpur,1.5,V SENSING,75800,MALAYSIA
2016 Honda JAZZ 1.5 V / 72K LOW MILE/FREE WARRANTY,JAZZ,4D HATCHBACK,2016,70k - 74k,Auto,Selangor,1.5,V,46770,MALAYSIA
2020 Honda CR-V 2.0 2WD (A) FLNOTR FULSERREC 1OWNR,CR-V,4D SUV,2020,55k - 59k,Auto,Kuala Lumpur,2,2WD,89800,MALAYSIA
2012 Honda INSIGHT 1.3 (A) PROMO OTR BEST DEAL,INSIGHT,4D HATCHBACK,2012,95k - 99k,Auto,Selangor,1.3,(HYBRID),15988,JAPAN
2021 Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2021,55k - 59k,Auto,Selangor,1.5,TC-P,101800,MALAYSIA
2014 Honda ODYSSEY 2.4 Free 1Y Warranty Full Loan,ODYSSEY,4D WAGON,2014,120k - 129k,Auto,Selangor,2.4,ABSOLUTE,74900,JAPAN
2016 Honda CR-V 2.0 Mile 88k FSR *5y Warranty*,CR-V,4D SUV,2016,80k - 84k,Auto,Selangor,2,2WD,63800,MALAYSIA
1997 Honda CIVIC 1.6 V-TEC (A) CHEAPER PRICE,CIVIC,4D SEDAN,1997,250k - 299k,Auto,Penang,1.6,VTi,7300,MALAYSIA
Honda CITY 1.5 i-DSI Android NewPaint 4NewTyres,CITY,4D SEDAN,2008,140k - 149k,Auto,Selangor,1.5,i-DSI,11900,MALAYSIA
2011 Honda CITY 1.5 E (A)FULL LOAN!!!LOAN KEDAI!!!,CITY,4D SEDAN,2011,100k - 109k,Auto,Kuala Lumpur,1.5,E,22800,MALAYSIA
SUV CRV 2016 Honda CR-V 2.0 Leather Keyless P/Seat,CR-V,4D SUV,2016,80k - 84k,Auto,Selangor,2,2WD,54800,MALAYSIA
2011 Honda ACCORD 2.0 (A) L0an kedai 5k muka johor,ACCORD,4D SEDAN,2011,100k - 109k,Auto,Johor,2,VTi-L,29800,MALAYSIA
City GM6 (Modulo Bodykit & Leather Seats),CITY,4D SEDAN,2017,85k - 89k,Auto,Johor,1.5,V,42800,MALAYSIA
2021 Honda STEPWAGON 1.5 SPADA COOL SPIRIT(A),STEPWAGON,4D WAGON,2021,25k - 29k,Auto,Kuala Lumpur,1.5,SPADA,161000,JAPAN
Honda 2018 CIVIC 1.5 TC-PREMIUM FULL SERVICE RECOR,CIVIC,4D SEDAN,2018,50k - 54k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,91800,MALAYSIA
2018 Honda CITY 1.5 E FACELIFT (A) CAR LIKE NEW,CITY,4D SEDAN,2018,90k - 94k,Auto,Selangor,1.5,E,52800,MALAYSIA
2017 Honda CR-V 1.5 TC 4WD (A) SERVICE B4 DELIVERY,CR-V,4D SUV,2017,95k - 99k,Auto,Selangor,1.5,TC 4WD,87999,MALAYSIA
"2018 Honda JAZZ 1.5 (A) FULL BODYKIT, SAVE PETROL",JAZZ,4D HATCHBACK,2018,70k - 74k,Auto,Kuala Lumpur,1.5,S,50800,MALAYSIA
2020 Honda CITY 1.5 V (A) 1 owner mugen body kit,CITY,4D SEDAN,2020,70k - 74k,Auto,Kuala Lumpur,1.5,V,58200,MALAYSIA
2021 Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2021,65k - 69k,Auto,Selangor,1.5,TC-P,109800,MALAYSIA
2017 Honda CIVIC 1.5 TC-PREMIUM (A) TCP,CIVIC,4D SEDAN,2017,90k - 94k,Auto,Selangor,1.5,TC-PREMIUM,76800,MALAYSIA
2016 Honda HR-V 1.8L E (A) NEW FACELIFT EDITION,HR-V,4D WAGON,2016,95k - 99k,Auto,Selangor,1.8,E,49800,MALAYSIA
2021 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2021,75k - 79k,Auto,Selangor,1.8,S,90800,MALAYSIA
2021 Honda ACCORD TC-P 1.5L (A),ACCORD,4D SEDAN,2021,80k - 84k,Auto,Johor,1.5,TC-P,129999,MALAYSIA
2016 Honda ACCORD 2.0 VTi FACELIFT (A) F.SVC HONDA,ACCORD,4D SEDAN,2016,110k - 119k,Auto,Selangor,2,VTi,67800,MALAYSIA
2022 Honda HR-V 1.8 V (A)*UNDER WARRANTY*,HR-V,4D WAGON,2022,30k - 34k,Auto,Johor,1.8,RS,99999,MALAYSIA
2018 Honda HR-V 1.8 V ENHANCED FaceLiFt Warranty,HR-V,4D WAGON,2018,75k - 79k,Auto,Kuala Lumpur,1.8,V,57800,MALAYSIA
2016 Honda CITY 1.5 E (A) PUSH START KEYLESS ENTRY,CITY,4D SEDAN,2016,65k - 69k,Auto,Selangor,1.5,E,36800,MALAYSIA
2021 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2021,20k - 24k,Auto,Selangor,1.8,S,87000,MALAYSIA
2021 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2021,25k - 29k,Auto,Johor,1.5,1.5 TC-P 2WD,135800,MALAYSIA
"2019 Honda CITY 1.5(A).Full Loan,Good Condition",CITY,4D SEDAN,2019,75k - 79k,Auto,Johor,1.5,S,54888,MALAYSIA
2021 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2021,50k - 54k,Auto,Penang,1.5,1.5 TC-P 2WD,127000,MALAYSIA
2011 Honda CIVIC 1.8 (A) FULL LOSN / LOAN KEDAI,CIVIC,4D SEDAN,2011,85k - 89k,Auto,Selangor,1.8,S-L iVTEC,35990,MALAYSIA
2021 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2021,5k - 9k,Auto,Johor,1.5,1.5 TC-P 2WD,155800,MALAYSIA
2019 Honda CIVIC TYPE R 2.0 VTEC TURBO (M),CIVIC,4D HATCHBACK,2019,20k - 24k,Manual,Selangor,2,TYPE R,213000,UNITED KINGDOM
2022 Honda CIVIC 1.5 RS (A) 20K KM FREE WARRANTY,CIVIC,4D SEDAN,2022,20k - 24k,Auto,Selangor,1.5,RS,120770,MALAYSIA
2022 Honda HR-V 1.5 HEV RS (A) LOAN SENANG,HR-V,4D SUV,2022,10k - 14k,Auto,Johor,1.5,HEV RS,116999,MALAYSIA
2014 Honda CITY 1.5 E FACELIFT (A) K/LESS P/START,CITY,4D SEDAN,2014,100k - 109k,Auto,Selangor,1.5,E MODULO,32800,MALAYSIA
2021 Honda CR-V 2.0 2WD (A),CR-V,4D SUV,2021,85k - 89k,Auto,Perak,2,2WD,99800,MALAYSIA
2021 Honda CR-V 2.0 2WD (A),CR-V,4D SUV,2021,50k - 54k,Auto,Johor,2,2WD,103800,MALAYSIA
SENSING LANEWATCH 2022 Honda CR-V 1.5 TC-P 4WD (A),CR-V,4D SUV,2022,50k - 54k,Auto,Selangor,1.5,TC-P 4WD,129999,MALAYSIA
2024 Honda CIVIC 1.5 FULL LOAN TINGGI FE NEWCAR,CIVIC,4D SEDAN,2024,<4k,Auto,Selangor,1.5,V,115000,MALAYSIA
2014 Honda CITY 1.5 V FULL SPEC 1OWNER 1Y WARRANTY,CITY,4D SEDAN,2014,110k - 119k,Auto,Kuala Lumpur,1.5,V,38800,MALAYSIA
-2013-Honda FREED 1.5 E (A)Kedai/Bank/Cash,FREED,4D WAGON,2013,100k - 109k,Auto,Selangor,1.5,E,33990,JAPAN
2018 Honda CIVIC 1.5 TC (A) FC TURBO FK8 TYPE R,CIVIC,4D SEDAN,2018,85k - 89k,Auto,Melaka,1.5,TC,79800,MALAYSIA
Honda CR-V 2.0 2WD Facelift (A) Full Record U-Wty,CR-V,4D SUV,2020,85k - 89k,Auto,Selangor,2,2WD,98800,MALAYSIA
2021 Honda HR-V 1.8 E (A),HR-V,4D WAGON,2021,55k - 59k,Auto,Selangor,1.8,E,79800,MALAYSIA
2021 FULL LOAN Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2021,70k - 74k,Auto,Johor,1.5,TC-P,109999,MALAYSIA
2019 Honda CR-V 1.5 TC-P (A)FSR Low Mileage,CR-V,4D SUV,2019,75k - 79k,Auto,Kuala Lumpur,1.5,TC-P 2WD,103000,MALAYSIA
2023 Honda CITY 1.5 S (A) V F*SER REC / 5 YR WRNTY,CITY,4D SEDAN,2023,25k - 29k,Auto,Selangor,1.5,S,66800,MALAYSIA
2019 Honda BR-V 1.5 V (A)360 CAMERA Full Loan 6xx,BR-V,4D WAGON,2019,100k - 109k,Auto,Selangor,1.5,V,49999,MALAYSIA
2010 Honda CIVIC 1.8 S-L iVTEC FACELIFT (A) Push S,CIVIC,4D SEDAN,2010,110k - 119k,Auto,Kuala Lumpur,1.8,S-L iVTEC,25800,MALAYSIA
2021 Honda HR-V 1.8 E (A),HR-V,4D WAGON,2021,55k - 59k,Auto,Selangor,1.8,E,81800,MALAYSIA
2024 Honda CITY 1.5 V SENSING MY21 GN5 (A),CITY,4D HATCHBACK,2024,30k - 34k,Auto,Selangor,1.5,V SENSING,79800,MALAYSIA
2019 Honda ODYSSEY 2.4 EX (A) promotion,ODYSSEY,4D WAGON,2019,60k - 64k,Auto,Kuala Lumpur,2.4,EXV,147000,JAPAN
2021 Honda HR-V 1.8 E (A),HR-V,4D WAGON,2021,55k - 59k,Auto,Selangor,1.8,E,79800,MALAYSIA
2021 Honda HR-V RS 1.8L (A),HR-V,4D WAGON,2021,90k - 94k,Auto,Penang,1.8,RS,86500,MALAYSIA
2007 Honda CR-V 2.0 i-VTEC (A) PREMIUM SUV CRV 4WD,CR-V,4D SUV,2007,95k - 99k,Auto,Selangor,2,i-VTEC,18800,MALAYSIA
2023 Honda CIVIC 2.0 TYPE R (FL5) FREE COAT & TINT,CIVIC,4D HATCHBACK,2023,20k - 24k,Auto,Kuala Lumpur,2,TYPE R,285000,JAPAN
